Task ID,Occupation (O*NET-SOC Title),Task,User ID,Date,Self-reported Expertise,Automation Desire Rating,Time,Core Skill Rating,Job Security Rating,Enjoyment Rating,Reasons for Automation Desire - Free Time,Reasons for Automation Desire - Repetitive,Reasons for Automation Desire - Human Error,Reasons for Automation Desire - Stress,Reasons for Automation Desire - Difficulty,Reasons for Automation Desire - Scale,Physical Action Requirement,Interpersonal Communication Requirement,Involved Uncertainty,Domain Expertise Requirement,Human Agency Scale Rating,Reasons for Human Agency - Physical,Reasons for Human Agency - Control,Reasons for Human Agency - Domain Knowledge,Reasons for Human Agency - Empathy,Reasons for Human Agency - Quality Oversight,Reasons for Human Agency - Dynamic,Reasons for Human Agency - Ethical,Other Reason for Automation Desire,Other Reason for Human Agency
16170,Information Technology Project Managers,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",032bd8a8-0ec1-4bc4-8b99-e27ee620e926,2025/3/12,Average,3,1,3,2,2,True,True,False,True,False,True,3,2,2,3,3,False,False,False,False,True,True,False,,
16151,Information Technology Project Managers,Perform risk assessments to develop response strategies.,032bd8a8-0ec1-4bc4-8b99-e27ee620e926,2025/3/12,Novice,4,1,2,1,2,True,False,True,False,True,False,2,2,3,3,2,False,False,False,False,False,False,False,,FALSE
16168,Information Technology Project Managers,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",032bd8a8-0ec1-4bc4-8b99-e27ee620e926,2025/3/12,Expert,3,2,3,2,3,True,False,True,False,False,True,2,1,1,2,2,False,False,False,False,False,False,False,,FALSE
16167,Information Technology Project Managers,"Assign duties, responsibilities, and spans of authority to project personnel.",032bd8a8-0ec1-4bc4-8b99-e27ee620e926,2025/3/12,Average,3,1,1,2,2,True,False,False,False,False,False,2,3,2,3,3,False,False,False,True,True,False,False,,
16151,Information Technology Project Managers,Perform risk assessments to develop response strategies.,4f4b2c03-168a-43c0-8feb-8e65c1b69772,2025/3/20,Average,2,2,2,2,2,False,False,False,False,False,False,2,2,2,2,2,False,False,False,False,False,False,False,FALSE,FALSE
16171,Information Technology Project Managers,Develop and manage work breakdown structure (WBS) of information technology projects.,4f4b2c03-168a-43c0-8feb-8e65c1b69772,2025/3/20,Average,3,3,3,3,3,False,True,False,False,True,False,3,2,3,3,1,False,False,False,False,False,False,False,,FALSE
16167,Information Technology Project Managers,"Assign duties, responsibilities, and spans of authority to project personnel.",4f4b2c03-168a-43c0-8feb-8e65c1b69772,2025/3/20,Expert,3,3,3,3,3,False,False,False,False,False,True,3,3,4,3,2,False,False,False,False,False,False,False,,FALSE
16157,Information Technology Project Managers,Monitor or track project milestones and deliverables.,f4340410-e0b8-4330-9692-cf172bfe8eae,2025/3/14,Expert,3,4,3,3,3,False,False,False,False,False,True,1,4,4,5,4,False,False,True,True,True,True,True,,
16152,Information Technology Project Managers,"Submit project deliverables, ensuring adherence to quality standards.",f4340410-e0b8-4330-9692-cf172bfe8eae,2025/3/14,Average,3,3,3,4,3,False,False,False,False,False,True,1,4,4,5,4,False,False,False,True,True,True,False,,
16159,Information Technology Project Managers,"Initiate, review, or approve modifications to project plans.",f4340410-e0b8-4330-9692-cf172bfe8eae,2025/3/14,Average,3,2,3,3,3,True,True,False,False,False,False,1,4,3,5,4,False,True,False,True,False,False,False,,
16170,Information Technology Project Managers,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",f4340410-e0b8-4330-9692-cf172bfe8eae,2025/3/14,Average,3,3,3,3,3,False,False,False,False,False,True,3,4,4,4,4,False,False,True,True,False,False,False,,
16167,Information Technology Project Managers,"Assign duties, responsibilities, and spans of authority to project personnel.",f4340410-e0b8-4330-9692-cf172bfe8eae,2025/3/14,Average,2,3,3,4,3,False,False,False,False,False,False,3,4,4,4,4,False,True,True,True,False,False,False,FALSE,
16152,Information Technology Project Managers,"Submit project deliverables, ensuring adherence to quality standards.",9829fdbf-4224-446f-8433-ad68a40d9baf,2025/3/19,Average,4,3,3,1,4,True,False,True,False,False,True,4,3,3,3,3,True,True,False,False,False,False,True,,
16170,Information Technology Project Managers,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",9829fdbf-4224-446f-8433-ad68a40d9baf,2025/3/19,Expert,3,3,3,1,3,True,False,False,False,True,True,4,3,3,3,3,True,True,False,True,False,False,False,,
16168,Information Technology Project Managers,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",9829fdbf-4224-446f-8433-ad68a40d9baf,2025/3/19,Average,3,4,3,3,2,True,True,False,True,True,False,4,3,3,3,4,False,False,True,True,True,True,True,,
16157,Information Technology Project Managers,Monitor or track project milestones and deliverables.,1e95ad73-c199-48c4-b2d4-3819f3e5e4db,2025/3/19,Expert,5,2,3,1,2,True,True,True,False,False,True,4,4,4,4,3,False,True,True,True,False,True,False,,
16159,Information Technology Project Managers,"Initiate, review, or approve modifications to project plans.",1e95ad73-c199-48c4-b2d4-3819f3e5e4db,2025/3/19,Expert,5,1,3,1,1,True,True,True,False,False,False,1,3,2,3,2,False,False,False,False,False,False,False,,FALSE
16168,Information Technology Project Managers,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",1e95ad73-c199-48c4-b2d4-3819f3e5e4db,2025/3/19,Expert,5,1,2,1,1,True,True,True,False,False,True,1,1,1,2,1,False,False,False,False,False,False,False,,FALSE
16167,Information Technology Project Managers,"Assign duties, responsibilities, and spans of authority to project personnel.",1e95ad73-c199-48c4-b2d4-3819f3e5e4db,2025/3/19,Expert,2,3,4,2,2,False,False,False,False,False,False,1,3,2,2,2,False,False,False,False,False,False,False,FALSE,FALSE
16168,Information Technology Project Managers,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",4f4b2c03-168a-43c0-8feb-8e65c1b69772,2025/3/20,Expert,3,3,3,3,3,False,True,False,True,True,False,2,2,3,2,3,True,False,True,False,False,False,False,,
16159,Information Technology Project Managers,"Initiate, review, or approve modifications to project plans.",9829fdbf-4224-446f-8433-ad68a40d9baf,2025/3/19,Expert,3,4,4,1,4,True,True,True,False,False,False,4,4,3,3,3,True,False,False,False,True,True,False,,
16151,Information Technology Project Managers,Perform risk assessments to develop response strategies.,9829fdbf-4224-446f-8433-ad68a40d9baf,2025/3/19,Expert,3,4,3,2,3,True,True,False,True,True,False,3,4,3,4,5,False,True,True,True,True,False,False,,
16171,Information Technology Project Managers,Develop and manage work breakdown structure (WBS) of information technology projects.,9829fdbf-4224-446f-8433-ad68a40d9baf,2025/3/19,Expert,3,4,3,1,3,True,True,True,True,False,False,3,3,3,3,4,True,True,True,True,True,False,False,,
16167,Information Technology Project Managers,"Assign duties, responsibilities, and spans of authority to project personnel.",9829fdbf-4224-446f-8433-ad68a40d9baf,2025/3/19,Average,3,4,3,1,4,True,True,True,True,False,False,4,4,3,3,4,True,True,True,True,True,False,False,,
16152,Information Technology Project Managers,"Submit project deliverables, ensuring adherence to quality standards.",1e95ad73-c199-48c4-b2d4-3819f3e5e4db,2025/3/19,Expert,1,2,4,2,3,False,False,False,False,False,False,1,3,2,4,3,False,True,True,False,True,False,False,FALSE,
16170,Information Technology Project Managers,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",1e95ad73-c199-48c4-b2d4-3819f3e5e4db,2025/3/19,Expert,3,1,2,1,2,True,False,True,False,False,False,2,4,2,3,3,False,True,True,True,False,False,False,,
16171,Information Technology Project Managers,Develop and manage work breakdown structure (WBS) of information technology projects.,1e95ad73-c199-48c4-b2d4-3819f3e5e4db,2025/3/19,Expert,5,1,1,5,1,True,True,False,False,False,False,1,1,2,1,2,False,False,False,False,False,False,False,,FALSE
16167,Information Technology Project Managers,"Assign duties, responsibilities, and spans of authority to project personnel.",8a9fb059-9f7e-4609-b589-e775355a1f53,2025/3/19,Novice,5,5,5,5,5,True,False,False,False,False,False,5,5,5,5,4,True,False,False,False,False,False,False,,
3482,Computer Systems Analysts,"Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems.",1377d16b-bdeb-4e05-9f78-1e0211deb1f6,2025/3/18,Novice,3,2,2,5,3,True,False,False,False,False,False,4,3,3,3,2,False,False,False,False,False,False,False,,FALSE
3480,Computer Systems Analysts,"Read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",1377d16b-bdeb-4e05-9f78-1e0211deb1f6,2025/3/18,Novice,1,2,3,2,3,False,False,False,False,False,False,1,3,1,3,3,True,False,False,False,False,False,False,FALSE,
16152,Information Technology Project Managers,"Submit project deliverables, ensuring adherence to quality standards.",bfdd5f24-3bcd-416b-bccb-28b807111957,2025/3/18,Average,3,1,5,4,5,False,False,True,False,True,True,3,3,3,4,3,False,False,True,False,False,False,True,,
16159,Information Technology Project Managers,"Initiate, review, or approve modifications to project plans.",bfdd5f24-3bcd-416b-bccb-28b807111957,2025/3/18,Average,3,1,4,3,2,False,True,False,True,False,False,1,2,2,2,2,False,False,False,False,False,False,False,,FALSE
16170,Information Technology Project Managers,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",bfdd5f24-3bcd-416b-bccb-28b807111957,2025/3/18,Average,4,4,5,4,4,True,False,True,False,False,True,3,3,4,4,4,False,True,True,False,False,True,True,,
16151,Information Technology Project Managers,Perform risk assessments to develop response strategies.,bfdd5f24-3bcd-416b-bccb-28b807111957,2025/3/18,Average,2,2,3,2,3,False,False,False,False,False,False,2,3,2,3,2,False,False,False,False,False,False,False,FALSE,FALSE
16168,Information Technology Project Managers,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",bfdd5f24-3bcd-416b-bccb-28b807111957,2025/3/18,Average,2,3,3,2,3,False,False,False,False,False,False,3,2,3,4,3,True,True,True,False,False,False,True,FALSE,
16171,Information Technology Project Managers,Develop and manage work breakdown structure (WBS) of information technology projects.,bfdd5f24-3bcd-416b-bccb-28b807111957,2025/3/18,Average,2,3,4,3,5,False,False,False,False,False,False,2,3,2,3,2,False,False,False,False,False,False,False,FALSE,FALSE
14625,Computer and Information Research Scientists,Evaluate project plans and proposals to assess feasibility issues.,e07bf374-2a39-40c8-a9e6-bba00285edd6,2025/4/7,Novice,5,1,2,1,3,False,False,True,False,False,False,2,2,1,2,4,False,False,True,False,False,False,False,,
14623,Computer and Information Research Scientists,Analyze problems to develop solutions involving computer hardware and software.,957c0739-f9cb-4f60-9510-ef11fceee131,2025/3/21,Novice,5,4,4,1,5,True,False,True,False,False,True,4,4,4,4,5,True,False,False,True,False,False,False,,
14626,Computer and Information Research Scientists,"Apply theoretical expertise and innovation to create or apply new technology, such as adapting principles for applying computers to new uses.",957c0739-f9cb-4f60-9510-ef11fceee131,2025/3/21,Novice,4,4,4,2,4,True,True,True,True,True,True,4,4,4,4,4,True,False,False,False,False,False,False,,
14624,Computer and Information Research Scientists,Assign or schedule tasks to meet work priorities and goals.,957c0739-f9cb-4f60-9510-ef11fceee131,2025/3/21,Novice,4,4,4,1,4,True,False,True,False,False,True,4,4,4,4,4,True,False,False,False,False,False,False,,
14625,Computer and Information Research Scientists,Evaluate project plans and proposals to assess feasibility issues.,957c0739-f9cb-4f60-9510-ef11fceee131,2025/3/21,Novice,4,4,4,4,4,True,False,False,False,False,False,4,4,4,4,4,True,False,False,False,False,False,False,,
14636,Computer and Information Research Scientists,"Approve, prepare, monitor, and adjust operational budgets.",957c0739-f9cb-4f60-9510-ef11fceee131,2025/3/21,Novice,4,4,4,1,4,True,False,False,False,False,False,4,4,4,4,4,True,False,False,False,False,False,False,,
14624,Computer and Information Research Scientists,Assign or schedule tasks to meet work priorities and goals.,2d38acdd-d47c-4090-80c9-cc768449d9ab,2025/4/7,Average,3,2,3,1,3,True,True,False,True,False,True,1,4,4,3,2,False,False,False,False,False,False,False,,FALSE
14625,Computer and Information Research Scientists,Evaluate project plans and proposals to assess feasibility issues.,2d38acdd-d47c-4090-80c9-cc768449d9ab,2025/4/7,Average,4,2,4,3,4,True,False,True,False,True,True,1,2,3,4,3,False,True,True,False,True,True,True,,
14633,Computer and Information Research Scientists,Design computers and the software that runs them.,2d38acdd-d47c-4090-80c9-cc768449d9ab,2025/4/7,Novice,4,1,2,1,3,True,False,True,False,True,True,4,2,4,5,4,True,True,False,False,True,True,False,,
14623,Computer and Information Research Scientists,Analyze problems to develop solutions involving computer hardware and software.,fe12207a-5903-4e15-a28f-e048d4fd9d67,2025/3/21,Average,3,3,5,4,4,False,False,False,True,False,True,1,1,3,4,3,False,True,True,False,False,False,False,,
14626,Computer and Information Research Scientists,"Apply theoretical expertise and innovation to create or apply new technology, such as adapting principles for applying computers to new uses.",fe12207a-5903-4e15-a28f-e048d4fd9d67,2025/3/21,Average,2,2,5,4,4,False,False,False,False,False,False,1,1,1,5,4,False,False,True,False,False,False,False,FALSE,
14624,Computer and Information Research Scientists,Assign or schedule tasks to meet work priorities and goals.,fe12207a-5903-4e15-a28f-e048d4fd9d67,2025/3/21,Average,3,2,4,3,2,False,True,False,True,False,True,1,4,3,3,3,False,True,False,True,False,False,False,,
16157,Information Technology Project Managers,Monitor or track project milestones and deliverables.,582a11a6-cd77-4809-94ab-d4690cbcba4d,2025/3/22,Expert,4,2,4,2,4,True,False,True,False,False,False,1,4,3,3,4,False,False,False,False,True,True,False,,
16152,Information Technology Project Managers,"Submit project deliverables, ensuring adherence to quality standards.",582a11a6-cd77-4809-94ab-d4690cbcba4d,2025/3/22,Expert,2,1,2,1,3,False,False,False,False,False,False,1,2,1,2,2,False,False,False,False,False,False,False,FALSE,FALSE
16159,Information Technology Project Managers,"Initiate, review, or approve modifications to project plans.",582a11a6-cd77-4809-94ab-d4690cbcba4d,2025/3/22,Expert,3,4,4,2,4,True,False,False,False,False,True,1,2,2,4,3,False,True,True,False,True,True,False,,
16170,Information Technology Project Managers,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",582a11a6-cd77-4809-94ab-d4690cbcba4d,2025/3/22,Expert,3,4,5,2,4,False,False,False,True,True,False,3,3,4,4,3,False,True,True,False,False,True,True,,
16151,Information Technology Project Managers,Perform risk assessments to develop response strategies.,582a11a6-cd77-4809-94ab-d4690cbcba4d,2025/3/22,Expert,3,3,4,1,3,True,False,True,False,False,True,2,2,3,3,3,False,True,False,False,False,False,False,,
16168,Information Technology Project Managers,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",582a11a6-cd77-4809-94ab-d4690cbcba4d,2025/3/22,Expert,3,3,4,1,3,True,False,False,False,False,False,2,2,2,3,4,False,False,False,False,True,False,False,,
16171,Information Technology Project Managers,Develop and manage work breakdown structure (WBS) of information technology projects.,582a11a6-cd77-4809-94ab-d4690cbcba4d,2025/3/22,Expert,3,2,4,1,3,False,False,False,True,False,False,1,1,3,4,3,False,False,False,False,True,False,False,,
16167,Information Technology Project Managers,"Assign duties, responsibilities, and spans of authority to project personnel.",582a11a6-cd77-4809-94ab-d4690cbcba4d,2025/3/22,Expert,3,3,3,1,4,True,False,False,False,False,False,3,2,3,3,3,False,False,False,True,True,True,False,,
14626,Computer and Information Research Scientists,"Apply theoretical expertise and innovation to create or apply new technology, such as adapting principles for applying computers to new uses.",480cd094-f4c0-4dc0-95d3-e549191d5809,2025/3/22,Average,4,2,4,2,4,True,True,False,False,False,True,1,2,2,4,2,False,False,False,False,False,False,False,,FALSE
14624,Computer and Information Research Scientists,Assign or schedule tasks to meet work priorities and goals.,480cd094-f4c0-4dc0-95d3-e549191d5809,2025/3/22,Expert,2,2,4,1,3,False,False,False,False,False,False,2,2,4,4,4,False,True,True,False,True,True,True,FALSE,
14625,Computer and Information Research Scientists,Evaluate project plans and proposals to assess feasibility issues.,480cd094-f4c0-4dc0-95d3-e549191d5809,2025/3/22,Average,4,3,4,2,2,True,True,True,True,False,True,1,1,3,4,2,False,False,False,False,False,False,False,,FALSE
14624,Computer and Information Research Scientists,Assign or schedule tasks to meet work priorities and goals.,02d6cb2c-ffc1-4683-bc2a-9232b2e098a5,2025/3/22,Novice,5,2,2,1,3,True,True,True,False,False,False,1,1,1,4,2,False,False,False,False,False,False,False,,FALSE
16168,Information Technology Project Managers,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",69bd9b91-6895-4651-be42-da136f8c5064,2025/3/22,Expert,1,3,2,1,1,False,False,False,False,False,False,2,4,2,2,2,False,False,False,False,False,False,False,FALSE,FALSE
16157,Information Technology Project Managers,Monitor or track project milestones and deliverables.,69bd9b91-6895-4651-be42-da136f8c5064,2025/3/22,Expert,2,1,2,2,2,False,False,False,False,False,False,2,2,2,2,3,False,False,False,True,False,False,False,FALSE,
16159,Information Technology Project Managers,"Initiate, review, or approve modifications to project plans.",69bd9b91-6895-4651-be42-da136f8c5064,2025/3/22,Expert,4,2,4,1,3,False,True,True,False,False,False,2,4,3,4,3,False,True,True,True,False,False,False,,
14623,Computer and Information Research Scientists,Analyze problems to develop solutions involving computer hardware and software.,e19998e9-9ae9-4480-82a7-73bd07e3d564,2025/3/23,Expert,4,3,4,3,3,True,True,True,False,False,True,1,1,1,4,3,False,True,True,True,False,False,False,,
14626,Computer and Information Research Scientists,"Apply theoretical expertise and innovation to create or apply new technology, such as adapting principles for applying computers to new uses.",e19998e9-9ae9-4480-82a7-73bd07e3d564,2025/3/23,Expert,2,4,4,3,3,False,False,False,False,False,False,1,4,4,4,4,False,True,True,False,True,False,True,FALSE,
14633,Computer and Information Research Scientists,Design computers and the software that runs them.,e19998e9-9ae9-4480-82a7-73bd07e3d564,2025/3/23,Expert,2,3,3,3,3,False,False,False,False,False,False,1,4,4,4,4,False,True,True,True,True,False,True,FALSE,
14670,Computer Systems Engineers/Architects,Collaborate with engineers or software developers to select appropriate design solutions or ensure the compatibility of system components.,36960194-49bb-4dfc-9e4f-fc1da8ac7325,2025/3/23,Novice,3,2,3,1,3,True,True,True,False,False,False,2,3,3,2,3,False,True,False,False,True,False,True,,
14673,Computer Systems Engineers/Architects,"Identify system data, hardware, or software components required to meet user needs.",36960194-49bb-4dfc-9e4f-fc1da8ac7325,2025/3/23,Novice,2,3,3,3,2,False,False,False,False,False,False,3,2,3,3,3,True,True,True,False,False,False,False,FALSE,
14686,Computer Systems Engineers/Architects,"Research, test, or verify proper functioning of software patches and fixes.",36960194-49bb-4dfc-9e4f-fc1da8ac7325,2025/3/23,Average,2,3,3,3,2,False,False,False,False,False,False,2,3,2,2,3,False,False,False,False,False,False,False,FALSE,
14623,Computer and Information Research Scientists,Analyze problems to develop solutions involving computer hardware and software.,306c5b28-fcbf-405b-ae5e-a16cebc6beaa,2025/3/23,Expert,5,4,3,1,4,True,True,False,True,False,True,1,1,1,3,2,False,False,False,False,False,False,False,,FALSE
14624,Computer and Information Research Scientists,Assign or schedule tasks to meet work priorities and goals.,306c5b28-fcbf-405b-ae5e-a16cebc6beaa,2025/3/23,Average,4,1,3,2,1,True,True,True,True,True,False,1,2,2,2,3,False,False,False,False,False,True,False,,
14633,Computer and Information Research Scientists,Design computers and the software that runs them.,306c5b28-fcbf-405b-ae5e-a16cebc6beaa,2025/3/23,Average,4,1,1,1,4,False,True,True,False,False,True,2,1,1,2,2,False,False,False,False,False,False,False,,FALSE
16168,Information Technology Project Managers,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",ddc4f45b-bbfa-435a-81b2-31195a0998a9,2025/3/23,Average,4,1,3,2,1,True,False,True,True,False,False,2,2,3,3,3,False,True,True,True,True,False,False,,
16170,Information Technology Project Managers,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",ddc4f45b-bbfa-435a-81b2-31195a0998a9,2025/3/23,Expert,2,2,3,2,3,False,False,False,False,False,False,1,4,3,3,4,False,True,True,True,True,False,False,FALSE,
16167,Information Technology Project Managers,"Assign duties, responsibilities, and spans of authority to project personnel.",ddc4f45b-bbfa-435a-81b2-31195a0998a9,2025/3/23,Average,1,1,3,4,1,False,False,False,False,False,False,1,5,3,1,5,False,False,False,True,False,False,True,FALSE,
16167,Information Technology Project Managers,"Assign duties, responsibilities, and spans of authority to project personnel.",c46df0fa-0f38-4c42-9dd7-1dbdc5c4b952,2025/3/24,Expert,3,4,1,2,2,False,True,True,False,False,False,3,3,3,4,4,False,False,False,False,False,False,False,,
16157,Information Technology Project Managers,Monitor or track project milestones and deliverables.,9f1cb4ed-9b72-4880-a369-cd6f44f322b5,2025/3/24,Novice,3,1,1,2,2,True,False,True,False,False,True,1,4,3,3,4,False,True,False,True,True,False,False,,
16159,Information Technology Project Managers,"Initiate, review, or approve modifications to project plans.",9f1cb4ed-9b72-4880-a369-cd6f44f322b5,2025/3/24,Average,2,1,2,2,3,False,False,False,False,False,False,1,3,3,3,4,False,True,True,False,True,False,False,FALSE,
16151,Information Technology Project Managers,Perform risk assessments to develop response strategies.,9f1cb4ed-9b72-4880-a369-cd6f44f322b5,2025/3/24,Average,3,1,2,2,1,True,False,False,False,True,False,1,3,4,3,4,False,True,False,True,False,True,False,,
16157,Information Technology Project Managers,Monitor or track project milestones and deliverables.,6ef95e7e-93ae-4a2d-9ca7-0b126b4a3516,2025/3/24,Average,5,1,3,2,3,True,False,True,False,False,True,1,4,3,3,3,False,True,True,False,True,True,False,,
16152,Information Technology Project Managers,"Submit project deliverables, ensuring adherence to quality standards.",6ef95e7e-93ae-4a2d-9ca7-0b126b4a3516,2025/3/24,Average,5,2,2,3,1,True,True,False,False,True,False,1,2,2,2,2,False,False,False,False,False,False,False,,FALSE
16151,Information Technology Project Managers,Perform risk assessments to develop response strategies.,6ef95e7e-93ae-4a2d-9ca7-0b126b4a3516,2025/3/24,Average,2,2,4,2,4,False,False,False,False,False,False,1,4,5,4,4,False,False,False,False,False,True,False,FALSE,
16167,Information Technology Project Managers,"Assign duties, responsibilities, and spans of authority to project personnel.",6ef95e7e-93ae-4a2d-9ca7-0b126b4a3516,2025/3/24,Expert,1,1,5,4,3,False,False,False,False,False,False,1,4,4,4,5,False,False,False,False,True,False,True,FALSE,
14623,Computer and Information Research Scientists,Analyze problems to develop solutions involving computer hardware and software.,b4757efb-b03c-4b21-bbe5-85b5708de3ac,2025/3/24,Average,2,4,5,4,4,False,False,False,False,False,False,1,2,4,5,5,False,True,True,False,True,False,False,FALSE,
14626,Computer and Information Research Scientists,"Apply theoretical expertise and innovation to create or apply new technology, such as adapting principles for applying computers to new uses.",b4757efb-b03c-4b21-bbe5-85b5708de3ac,2025/3/24,Novice,4,2,5,4,3,False,False,False,True,True,False,1,1,1,5,3,False,False,True,False,False,False,False,,
14624,Computer and Information Research Scientists,Assign or schedule tasks to meet work priorities and goals.,b4757efb-b03c-4b21-bbe5-85b5708de3ac,2025/3/24,Novice,4,2,2,2,2,False,False,False,True,True,False,1,3,1,3,4,False,False,True,False,True,True,False,,
3478,Computer Systems Analysts,"Review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes.",72597cb1-a901-4fda-b382-1d3fbc4b8048,2025/3/25,Expert,2,3,4,3,4,False,False,False,False,False,False,2,3,4,5,3,True,True,True,False,False,False,True,FALSE,
3484,Computer Systems Analysts,Specify inputs accessed by the system and plan the distribution and use of the results.,72597cb1-a901-4fda-b382-1d3fbc4b8048,2025/3/25,Expert,3,2,2,3,5,False,False,False,False,False,True,2,2,2,3,2,False,False,False,False,False,False,False,,FALSE
14624,Computer and Information Research Scientists,Assign or schedule tasks to meet work priorities and goals.,06f68046-40a1-41d2-92db-ac3a1e5da413,2025/3/25,Novice,3,2,3,2,3,True,False,True,False,False,False,1,2,2,2,3,False,False,False,False,False,False,False,,
14633,Computer and Information Research Scientists,Design computers and the software that runs them.,06f68046-40a1-41d2-92db-ac3a1e5da413,2025/3/25,Novice,3,3,4,4,3,False,False,False,False,False,True,1,3,3,4,3,False,False,True,False,False,False,False,,
14625,Computer and Information Research Scientists,Evaluate project plans and proposals to assess feasibility issues.,06f68046-40a1-41d2-92db-ac3a1e5da413,2025/3/25,Novice,3,2,2,3,2,False,False,False,True,False,False,1,3,3,4,3,False,True,False,False,False,False,False,,
14623,Computer and Information Research Scientists,Analyze problems to develop solutions involving computer hardware and software.,b987957c-5332-4377-9072-5737e14a07eb,2025/3/25,Expert,3,3,4,3,4,True,True,True,False,False,True,4,3,3,3,3,False,True,False,False,True,False,False,,
14626,Computer and Information Research Scientists,"Apply theoretical expertise and innovation to create or apply new technology, such as adapting principles for applying computers to new uses.",b987957c-5332-4377-9072-5737e14a07eb,2025/3/25,Average,4,3,3,4,3,True,False,False,False,False,True,4,4,5,4,4,False,False,False,False,True,False,False,,
14636,Computer and Information Research Scientists,"Approve, prepare, monitor, and adjust operational budgets.",b987957c-5332-4377-9072-5737e14a07eb,2025/3/25,Average,5,1,3,2,1,False,True,True,True,False,False,3,4,4,4,3,False,False,False,False,False,False,False,,
3482,Computer Systems Analysts,"Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems.",bc365350-33bd-44d0-a03f-88a0712802b9,2025/3/25,Expert,2,4,4,4,4,False,False,False,False,False,False,4,5,5,4,4,False,True,True,True,True,True,True,FALSE,
3478,Computer Systems Analysts,"Review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes.",bc365350-33bd-44d0-a03f-88a0712802b9,2025/3/25,Novice,3,1,2,2,1,True,True,True,True,False,False,1,1,3,2,2,False,False,False,False,False,False,False,,FALSE
3484,Computer Systems Analysts,Specify inputs accessed by the system and plan the distribution and use of the results.,bc365350-33bd-44d0-a03f-88a0712802b9,2025/3/25,Expert,1,4,5,4,4,False,False,False,False,False,False,1,3,5,3,4,False,True,True,True,True,True,False,FALSE,
14623,Computer and Information Research Scientists,Analyze problems to develop solutions involving computer hardware and software.,18bf3b1a-380d-4286-8893-5bb8f8c29efb,2025/4/6,Average,5,4,3,1,3,True,True,False,True,False,True,4,5,5,4,5,True,False,False,True,True,True,False,,
14624,Computer and Information Research Scientists,Assign or schedule tasks to meet work priorities and goals.,18bf3b1a-380d-4286-8893-5bb8f8c29efb,2025/4/6,Expert,5,5,4,3,4,True,True,False,True,False,True,3,5,4,4,4,False,False,False,True,False,True,True,,
14625,Computer and Information Research Scientists,Evaluate project plans and proposals to assess feasibility issues.,18bf3b1a-380d-4286-8893-5bb8f8c29efb,2025/4/6,Average,5,5,3,1,4,False,True,True,False,False,True,2,5,4,4,5,False,True,True,True,False,True,True,,
14636,Computer and Information Research Scientists,"Approve, prepare, monitor, and adjust operational budgets.",18bf3b1a-380d-4286-8893-5bb8f8c29efb,2025/4/6,Average,5,4,3,1,3,True,True,False,True,False,True,3,5,4,4,5,True,True,True,False,True,True,False,,
14626,Computer and Information Research Scientists,"Apply theoretical expertise and innovation to create or apply new technology, such as adapting principles for applying computers to new uses.",3b7105a2-94c9-4212-8f92-bd41bfc681d6,2025/3/27,Expert,3,3,3,3,4,True,False,True,False,False,True,1,3,3,4,4,False,False,True,True,True,False,False,,
14625,Computer and Information Research Scientists,Evaluate project plans and proposals to assess feasibility issues.,3b7105a2-94c9-4212-8f92-bd41bfc681d6,2025/3/27,Novice,4,2,2,1,3,True,False,True,False,False,True,1,3,2,2,2,False,False,False,False,False,False,False,,FALSE
14633,Computer and Information Research Scientists,Design computers and the software that runs them.,3b7105a2-94c9-4212-8f92-bd41bfc681d6,2025/3/27,Average,3,2,5,3,3,True,True,True,True,True,True,2,3,2,5,3,False,False,True,True,True,True,False,,
14672,Computer Systems Engineers/Architects,Provide technical guidance or support for the development or troubleshooting of systems.,d971c29b-6386-429e-a6e6-5aaa80681983,2025/3/27,Average,2,1,3,1,5,False,False,False,False,False,False,4,2,2,1,2,False,False,False,False,False,False,False,FALSE,FALSE
